author_name	lastname	forename	person_ID	faculty	institution	institution_long
Schmidt L	Schmidt	Louis	FIS_97749	Mathematisch-Naturwissenschaftliche Fakultät	Pharmazie	Institut für Pharmazie
Köhler A	NN	NN	FIS_49243	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
Filges B	NN	NN	FIS_120289	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
Bonde L	NN	NN	FIS_99390	Universitätsmedizin Greifswald	Humangenetik	Institut für Humangenetik
Keßler W	NN	NN	FIS_120446	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Christoph Wenzel	NN	NN	FIS_120503	Universitätsmedizin Greifswald	Pharmakologie	Institut für Pharmakologie / Abt. Allgemeine Pharmakologie
Christoph Schröder	Schröder	Claudia	FIS_49201	Philosophische Fakultät	Philosophie	Phil-Dekanat
Knaack C	NN	NN	FIS_112041	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin C
Hosten N	NN	NN	FIS_120581	Universitätsmedizin Greifswald	Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
Grieger A	NN	NN	FIS_2071	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
Walther C	NN	NN	FIS_99523	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
Löning F	NN	NN	FIS_116763	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Riese J	NN	NN	FIS_114520	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Hähnel C	NN	NN	FIS_120618	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Menz J	Menz	Jonas Theodor	FIS_116770	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Hannemann M	NN	NN	FIS_119790	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Lührs A	Lührs	Andreas Felix	FIS_115758	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Meyer C	NN	NN	FIS_120619	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abteilung für Präventionsforschung und Sozialmedizin
John U	NN	NN	FIS_120620	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abteilung für Präventionsforschung und Sozialmedizin
Staudt A	Staudt	Andreas	FIS_107434	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine/ Abteilung für Methoden der Community Medicine
Rauch J	NN	NN	FIS_98670	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Heidecke C	NN	NN	FIS_101646	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Gromann A	NN	NN	FIS_111724	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Frenzel S	NN	NN	FIS_120656	Universitätsmedizin Greifswald	Psychiatrie und Psychotherapie	Klinik und Poliklinik für Psychiatrie und Psychotherapie
Schneppe D	Schneppe	Daniel	FIS_65013	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
Zimmermann U	NN	NN	FIS_104803	Universitätsmedizin Greifswald	Urologie	Klinik und Poliklinik für Urologie
Lüdtke L	NN	NN	FIS_120756	Universitätsmedizin Greifswald	Augenheilkunde	Klinik und Poliklinik für Augenheilkunde
Ayaydin S	NN	NN	FIS_120757	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Kieferorthopädie
Fakhr Eddin M	Fakhr Eddin	Mohammad	FIS_105097	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Kieferorthopädie
Elvira Lutjanov	Lutjanov	Elvira	FIS_46021	Mathematisch-Naturwissenschaftliche Fakultät	Zoologie	Zoologisches Institut und Museum / AG Physiologie und Biochemie der Tiere
Daniel Richter	Richter	Diana	FIS_57023	Universitätsmedizin Greifswald	Kaufmännisches Direktorat	Kaufmännisches Direktorat
Stefan Kluge	Kluge	Sandra	FIS_25335	Universitätsmedizin Greifswald	Medizinisches Leistungsmanagement	Abt. Medizinisches Leistungsmanagement
Jürgen Held	Held	Jana	FIS_56497	Interfakultär	URZ	Universitätsrechenzentrum (URZ)
Matthias Lindner	Lindner	Marko	FIS_56526	Interfakultär	URZ	Universitätsrechenzentrum (URZ)
Marcus E Friedrich	Friedrich	Monique	FIS_116442	Universitätsmedizin Greifswald	Anästhesie, Intensiv- und Notfallmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
Ralf-Thorsten Hoffmann	Hoffmann	Richardt Karl	FIS_111851	Universitätsmedizin Greifswald	Urologie	Klinik und Poliklinik für Urologie
Stephan Weber	Weber	Steffi	FIS_100576	Universitätsmedizin Greifswald	Ärztliches Direktorat	Ärztliches Direktorat
Gernot Marx	Marx	Gerrit Henning	FIS_117911	Philosophische Fakultät	Kirchenmusik und Musikwissenschaft	Institut für Kirchenmusik und Musikwissenschaften
Mah J	NN	NN	FIS_111680	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Kieferorthopädie
Steinberg O	Steinberg	Olga	FIS_117823	Philosophische Fakultät	Erziehungswissenschaften	Institut für Erziehungswissenschaften
Räthel C	Räthel	Clemens	FIS_115233	Philosophische Fakultät	Fennistik und Skandinavistik	Institut für Fennistik und Skandinavistik / LS für Neuere Skandinavische Literaturen
Meyer S	Meyer	Sabine	FIS_115250	Philosophische Fakultät	Fennistik und Skandinavistik	Institut für Fennistik und Skandinavistik / LS für Neuere Skandinavische Literaturen
Wuntke L	Wuntke	Lena	FIS_78120	Philosophische Fakultät	Erziehungswissenschaften	Institut für Erziehungswissenschaften
Köhler J	Köhler	Joachim	FIS_112480	Philosophische Fakultät	Erziehungswissenschaften	Institut für Erziehungswissenschaften
Mahlau K	NN	NN	FIS_81813	Philosophische Fakultät	Erziehungswissenschaften	Institut für Erziehungswissenschaften
Rug J	NN	NN	FIS_110048	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
Franziska T	NN	NN	FIS_78885	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
Weiß F	NN	NN	FIS_121032	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
Kasbohm E	NN	NN	FIS_121285	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
Weckmann G	NN	NN	FIS_121284	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. Allgemeinmedizin
Westphal A	Westphal	Andrea	FIS_109239	Philosophische Fakultät	Erziehungswissenschaften	Institut für Erziehungswissenschaften
Henzelmann M	Henzelmann	Martin	FIS_109271	Philosophische Fakultät	Slawistik	Institut für Slawistik
Al-Attiya H	NN	NN	FIS_120755	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
Lisek G	Lisek	Grzegorz	FIS_65867	Philosophische Fakultät	Slawistik	Institut für Slawistik / LS für Slawische Sprachwissenschaft
Reichel A	Reichel	Anna-Juliana	FIS_25752	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
Kohnen D	NN	NN	FIS_121500	Universitätsmedizin Greifswald	Anästhesie, Intensiv- und Notfallmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
Ott I	NN	NN	FIS_121531	Rechts- und Staatswissenschaftliche Fakultät	Wiwi	Fachbereich Wirtschaftswissenschaften / LS für AVWL sowie Wachstum, Strukturwandel und Handel
Markus Schmidt	Schmidt	Martina	FIS_30901	Universitätsmedizin Greifswald	Kaufmännisches Direktorat	Kaufmännisches Direktorat
M Gordian Adam	Adam	Madlen	FIS_19587	Universitätsmedizin Greifswald	Physiotherapie	Physiotherapie Neu
Weiss F	NN	NN	FIS_121582	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
Hansen M	Hansen	Mascha	FIS_108439	Philosophische Fakultät	Anglistik	Institut für Anglistik/Amerikanistik
Schenk T	NN	NN	FIS_111674	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin C
Schönau M	Sch?nau	Mandy	FIS_64940	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin C
Susemihl A	Susemihl	Anne	FIS_109745	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin C
Girbardt B	Girbardt	Britta	FIS_44895	Mathematisch-Naturwissenschaftliche Fakultät	Biochemie	Institut für Biochemie / AG Synthetische und Strukturelle Biochemie
Wilden A	NN	NN	FIS_121706	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
Mazloum H	Mazloum	Hala	FIS_112509	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
Perner F	Perner	Florian	FIS_115646	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin C
Anand D	Anand	Disha	FIS_107618	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin C
Nordt C	NN	NN	FIS_121779	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Peters S	NN	NN	FIS_121780	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Lutze S	NN	NN	FIS_121778	Universitätsmedizin Greifswald	Hautkrankheiten	Klinik und Poliklinik für Hautkrankheiten
Hannich H	NN	NN	FIS_121781	Universitätsmedizin Greifswald	Medizinische Psychologie	Institut für Medizinische Psychologie
Clemen R	NN	NN	FIS_86892	Mathematisch-Naturwissenschaftliche Fakultät	INP	Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP)
Schweitzer B	Schweitzer	Benjamin	FIS_106021	Philosophische Fakultät	Fennistik und Skandinavistik	Institut für Fennistik und Skandinavistik / LS für Fennistik
Koppe T	Koppe	Thor-Magnus	FIS_99545	Universitätsmedizin Greifswald	Anatomie	Institut für Anatomie und Zellbiologie
Dikou J	NN	NN	FIS_119221	Universitätsmedizin Greifswald	Anatomie	Institut für Anatomie und Zellbiologie
Bahlmann S	Bahlmann	Susanne	FIS_1733	Universitätsmedizin Greifswald	Unfallchirurgie	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
Khole M	Khole	Manasi Rajendra	FIS_115772	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
Weber N	Weber	Niklas	FIS_109762	Universitätsmedizin Greifswald	Neurodegenerative Erkrankungen	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
Santana C	NN	NN	FIS_121963	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
Schielke J	NN	NN	FIS_121964	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
Bahls M	NN	NN	FIS_80059	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
Dörr M	NN	NN	FIS_57471	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
Pierdant G	NN	NN	FIS_120290	Universitätsmedizin Greifswald	Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
Hannemann A	NN	NN	FIS_112834	Universitätsmedizin Greifswald	Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
Friedrich N	NN	NN	FIS_121965	Universitätsmedizin Greifswald	Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
Alexander Schneider	Schneider	Anne-Christin	FIS_31130	Universitätsmedizin Greifswald	Anästhesie, Intensiv- und Notfallmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
Jens Werner	Werner	Julia	FIS_3577	Universitätsmedizin Greifswald	Pathologie	Institut für Pathologie
Buchstein H	NN	NN	FIS_121997	Philosophische Fakultät	Politik- und Kommunikationswissenschaft	Institut für Politik- und Kommunikationswissenschaft / LS für Politische Theorie und Ideengeschichte
Gerhardt J	NN	NN	FIS_115204	Philosophische Fakultät	Politik- und Kommunikationswissenschaft	Institut für Politik- und Kommunikationswissenschaft / LS für Politische Theorie und Ideengeschichte
Hochstein H	Hochstein	Henning	FIS_64237	Philosophische Fakultät	Politik- und Kommunikationswissenschaft	Institut für Politik- und Kommunikationswissenschaft / LS für Politische Theorie und Ideengeschichte
Peetz M	Peetz	Merete	FIS_91738	Philosophische Fakultät	Politik- und Kommunikationswissenschaft	Institut für Politik- und Kommunikationswissenschaft / LS für Politische Theorie und Ideengeschichte
Wang S	Wang	Solveig Marie	FIS_109266	Philosophische Fakultät	Geschichte	Historisches Institut / LS für Nordische Geschichte
Lichtner G	Lichtner	Gregor	FIS_111822	Universitätsmedizin Greifswald	Anästhesie, Intensiv- und Notfallmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
von Dincklage F	von Dincklage	Falk Fokko	FIS_109732	Universitätsmedizin Greifswald	Anästhesie, Intensiv- und Notfallmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
Terrahe M	Terrahe	Martina	FIS_116630	Philosophische Fakultät	Deutsche Philologie	Institut für Deutsche Philologie / LS für Ältere Deutsche Sprache und Literatur
Steinbrückner M	NN	NN	FIS_120583	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abteilung für Präventionsforschung und Sozialmedizin
Wiesmuller F	NN	NN	FIS_102921	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Schellerer V	NN	NN	FIS_122134	Universitätsmedizin Greifswald	Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinderchirurgie
Miebach L	NN	NN	FIS_104586	Mathematisch-Naturwissenschaftliche Fakultät	INP	Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP)
Freund E	NN	NN	FIS_104585	Mathematisch-Naturwissenschaftliche Fakultät	INP	Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP)
Clemen R	NN	NN	FIS_104587	Mathematisch-Naturwissenschaftliche Fakultät	INP	Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP)
Reichert V	Reichert	Verena	FIS_108618	Universitätsmedizin Greifswald	Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
Eilts S	NN	NN	FIS_122210	Universitätsmedizin Greifswald	Augenheilkunde	Klinik und Poliklinik für Augenheilkunde
Poschkamp B	NN	NN	FIS_122211	Universitätsmedizin Greifswald	Augenheilkunde	Klinik und Poliklinik für Augenheilkunde
Busch M	NN	NN	FIS_122213	Universitätsmedizin Greifswald	Augenheilkunde	Klinik und Poliklinik für Augenheilkunde
Becker K	NN	NN	FIS_104148	Universitätsmedizin Greifswald	FLI Medizinische Mikrobiologie	Friedrich Loeffler Institut für Medizinische Mikrobiologie
Heuser E	NN	NN	FIS_98616	Universitätsmedizin Greifswald	FLI Medizinische Mikrobiologie	Friedrich Loeffler Institut für Medizinische Mikrobiologie
CHARGE H	NN	NN	FIS_122325	Universitätsmedizin Greifswald	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
Edelmann J	NN	NN	FIS_98007	Mathematisch-Naturwissenschaftliche Fakultät	Zoologie	Zoologisches Institut und Museum / AG Physiologie und Biochemie der Tiere
Vennmann J	NN	NN	FIS_122363	Mathematisch-Naturwissenschaftliche Fakultät	Zoologie	Zoologisches Institut und Museum / AG Physiologie und Biochemie der Tiere
Gudra C	NN	NN	FIS_122364	Mathematisch-Naturwissenschaftliche Fakultät	Zoologie	Zoologisches Institut und Museum / AG Physiologie und Biochemie der Tiere
Arndt D	NN	NN	FIS_122372	Mathematisch-Naturwissenschaftliche Fakultät	Zoologie	Zoologisches Institut und Museum / AG Physiologie und Biochemie der Tiere
Effenberg M	NN	NN	FIS_122373	Mathematisch-Naturwissenschaftliche Fakultät	Zoologie	Zoologisches Institut und Museum / AG Physiologie und Biochemie der Tiere
Hayas O	NN	NN	FIS_122374	Mathematisch-Naturwissenschaftliche Fakultät	Zoologie	Zoologisches Institut und Museum / AG Physiologie und Biochemie der Tiere
Hayas A	NN	NN	FIS_122375	Mathematisch-Naturwissenschaftliche Fakultät	Zoologie	Zoologisches Institut und Museum / AG Physiologie und Biochemie der Tiere
Thomassen J	NN	NN	FIS_122376	Mathematisch-Naturwissenschaftliche Fakultät	Zoologie	Zoologisches Institut und Museum / AG Physiologie und Biochemie der Tiere
Sager P	NN	NN	FIS_122453	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
Mayerchyk M	NN	NN	FIS_118538	Philosophische Fakultät	Slawistik	Institut für Slawistik
Naeem M	Naeem	Muhammad	FIS_118010	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
