;author_name;person_ID;inst_ID;institution_long;faculty_ID;faculty;lastname;forename;institution
24608;Eifert T;101527;10;Zentrum für Innere Medizin / Klinik für Innere Medizin C;1;Universitätsmedizin Greifswald;Eifert;Theresa;Zentrum für Innere Medizin
24614;Hsu C;102062;10;Zentrum für Innere Medizin / Klinik für Innere Medizin C;1;Universitätsmedizin Greifswald;Hsu;Chen-Jen;Zentrum für Innere Medizin
24640;Kandler J;108408;262;Institut für Geographie und Geologie / AG Ökonomische Geologie/Geochemie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Geographie und Geologie
24655;Abdurrahman G;109412;52;Institut für Immunologie und Transfusionsmedizin / Abt. Medizinische Immunologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Immunologie und Transfusionsmedizin
24656;Lahrberg J;31810;52;Institut für Immunologie und Transfusionsmedizin / Abt. Medizinische Immunologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Immunologie und Transfusionsmedizin
24666;Müller M;101020;34;Klinik und Poliklinik für Neurologie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Neurologie
24667;Peglau L;99886;34;Klinik und Poliklinik für Neurologie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Neurologie
24672;Hoffmann N;100987;43;Institut für Physiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Physiologie
24693;Kohse F;93757;44;Institut für Medizinische Biochemie und Molekularbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Medizinische Biochemie und Molekularbiologie
24699;Papendorf J;86052;44;Institut für Medizinische Biochemie und Molekularbiologie;1;Universitätsmedizin Greifswald;Papendorf;Jonas Johannes;Institut für Medizinische Biochemie und Molekularbiologie
24708;Wortha S;98627;34;Klinik und Poliklinik für Neurologie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Neurologie
24709;Wüsten K;83007;34;Klinik und Poliklinik für Neurologie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Neurologie
24710;Bössel N;109747;34;Klinik und Poliklinik für Neurologie;1;Universitätsmedizin Greifswald;B?ssel;Nicole;Klinik und Poliklinik für Neurologie
24724;Zank M;90589;34;Klinik und Poliklinik für Neurologie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Neurologie
24725;von Podewils V;84487;34;Klinik und Poliklinik für Neurologie;1;Universitätsmedizin Greifswald;von Podewils;Viola Lara;Klinik und Poliklinik für Neurologie
24738;Roider J;109209;14;Klinik und Poliklinik für Augenheilkunde;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Augenheilkunde
24740;Schittkowski M;109554;14;Klinik und Poliklinik für Augenheilkunde;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Augenheilkunde
24743;Trabandt J;88854;4;Zentrum für Innere Medizin / Klinik für Innere Medizin A;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
24756;Wiedemann C;106081;27;"Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde";1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Zahn-, Mund- und Kieferheilkunde
24763;Eickholz P;31500;27;"Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde";1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Zahn-, Mund- und Kieferheilkunde
24770;Haq J;103274;27;"Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde";1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Zahn-, Mund- und Kieferheilkunde
24771;Santamaria R;29123;27;"Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde";1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Zahn-, Mund- und Kieferheilkunde
24785;Frenzel S;44939;35;Klinik und Poliklinik für Psychiatrie und Psychotherapie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Psychiatrie und Psychotherapie
24798;Laugisch O;109574;27;"Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde";1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Zahn-, Mund- und Kieferheilkunde
24804;Dickel S;97044;24;Zentrum für Zahn-, Mund- und Kieferheilkunde / Klinik und Poliklinik für Mund-Kiefer-Gesichtschirurgie/Plastische Operationen;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Zahn-, Mund- und Kieferheilkunde
24815;Wentorp F;106074;27;"Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde";1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Zahn-, Mund- und Kieferheilkunde
24839;Eskaf J;109579;33;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
24849;Zacharias H;80493;35;Klinik und Poliklinik für Psychiatrie und Psychotherapie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Psychiatrie und Psychotherapie
24879;Markus M;113769;7;Zentrum für Innere Medizin / Klinik für Innere Medizin B;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
24882;Repp K;80248;64;Institut für Community Medicine / Abt. SHIP KEF;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Community Medicine
24951;Grabe H;109680;35;Klinik und Poliklinik für Psychiatrie und Psychotherapie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Psychiatrie und Psychotherapie
24956;Grabe H;109700;35;Klinik und Poliklinik für Psychiatrie und Psychotherapie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Psychiatrie und Psychotherapie
24967;Meißner W;93308;204;Institut für Mathematik und Informatik / AG Bioinformatik;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Mathematik und Informatik
24969;Schäfer F;109753;159;Institut für Mikrobiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Mikrobiologie
24970;Wang H;106007;238;Institut für Mikrobiologie / Abteilung Bakterienphysiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;Wang;Haitao;Institut für Mikrobiologie
24989;Ziegert N;100848;67;Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald;1;Universitätsmedizin Greifswald;Ziegert;Nadja;Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock
25023;Seifert C;70407;36;Klinik und Poliklinik für Neurochirurgie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Neurochirurgie
25032;Herzog S;104852;46;Institut für Pharmakologie / Abt. Allgemeine Pharmakologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Pharmakologie
25038;Rauch B;107589;46;Institut für Pharmakologie / Abt. Allgemeine Pharmakologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Pharmakologie
25066;Van der Auwera S;109981;35;Klinik und Poliklinik für Psychiatrie und Psychotherapie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Psychiatrie und Psychotherapie
25087;Bleckwenn M;110026;64;Institut für Community Medicine / Abt. SHIP KEF;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Community Medicine
25091;Liedtke K;110076;3;Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Chirurgie
25092;Käding C;84814;3;Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie;1;Universitätsmedizin Greifswald;K?ding;Christoph;Klinik und Poliklinik für Chirurgie
25095;Döring P;110077;42;Institut für Pathologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Pathologie
25096;Annweiler K;94608;42;Institut für Pathologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Pathologie
25100;Burkert C;105644;42;Institut für Pathologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Pathologie
25101;Ehricke K;105643;42;Institut für Pathologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Pathologie
25102;Yasser M;108596;42;Institut für Pathologie;1;Universitätsmedizin Greifswald;Yasser;Mohd;Institut für Pathologie
25110;Hartwig C;1816;30;Zentrum für Radiologie / Klinik und Poliklinik für Strahlentherapie;1;Universitätsmedizin Greifswald;Hartwig;Christoph;Zentrum für Radiologie
25112;Stühler V;110126;32;Klinik und Poliklinik für Urologie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Urologie
25113;Bedke J;58059;32;Klinik und Poliklinik für Urologie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Urologie
25114;Burchardt M;110128;32;Klinik und Poliklinik für Urologie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Urologie
25115;Kroeger N;110130;32;Klinik und Poliklinik für Urologie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Urologie
25118;Oster A;110125;44;Institut für Medizinische Biochemie und Molekularbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Medizinische Biochemie und Molekularbiologie
25119;Glaeser E;106060;44;Institut für Medizinische Biochemie und Molekularbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Medizinische Biochemie und Molekularbiologie
25125;Evert K;110080;42;Institut für Pathologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Pathologie
25126;Schön J;65845;66;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung;1;Universitätsmedizin Greifswald;NaN;NaN;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
25138;Schnoeder T;110172;10;Zentrum für Innere Medizin / Klinik für Innere Medizin C;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
25146;Feng Y;69749;62;Institut für Community Medicine/ Abteilung für Methoden der Community Medicine;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Community Medicine
25150;Feng Y;77170;62;Institut für Community Medicine/ Abteilung für Methoden der Community Medicine;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Community Medicine
25157;Vitense P;110260;201;Institut für Mathematik und Informatik / AG Biomathematik;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Mathematik und Informatik
25161;Deutschmann I;110278;154;Institut für Mathematik und Informatik;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Mathematik und Informatik
25163;Fischer M;45138;202;Institut für Mathematik und Informatik / AG Stochastik-Fraktale;2;Mathematisch-Naturwissenschaftliche Fakultät;Fischer;Mareike;Institut für Mathematik und Informatik
25165;Akmann S;110304;14;Klinik und Poliklinik für Augenheilkunde;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Augenheilkunde
25168;Lommatzsch A;110318;14;Klinik und Poliklinik für Augenheilkunde;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Augenheilkunde
25169;Busch M;93268;14;Klinik und Poliklinik für Augenheilkunde;1;Universitätsmedizin Greifswald;Busch;Martin;Klinik und Poliklinik für Augenheilkunde
25240;Marino Coronado J;109394;64;Institut für Community Medicine / Abt. SHIP KEF;1;Universitätsmedizin Greifswald;Marino Coronado;Joany Valentina;Institut für Community Medicine
25244;Kostiucenko A;56684;175;Institut für Slawistik;3;Philosophische Fakultät;Kostiucenko;Anastasija;Institut für Slawistik
25269;Braun J;110509;54;Institut für Klinische Chemie und Laboratoriumsmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Klinische Chemie und Laboratoriumsmedizin
25282;Rübsam M;82779;33;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin;1;Universitätsmedizin Greifswald;Rübsam;Marie-Luise;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
25283;von Au F;65024;33;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin;1;Universitätsmedizin Greifswald;von Au;Felix;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
25286;Herzberg L;102661;33;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
25288;Klehr L;107340;34;Klinik und Poliklinik für Neurologie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Neurologie
25294;Graf E;107100;287;Institut für Deutsche Philologie / LS für Germanistische Sprachwissenschaft;3;Philosophische Fakultät;NaN;NaN;Institut für Deutsche Philologie
25299;Meene A;76151;238;Institut für Mikrobiologie / Abteilung Bakterienphysiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Mikrobiologie
25300;Wang H;110591;238;Institut für Mikrobiologie / Abteilung Bakterienphysiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Mikrobiologie
25304;Gierse L;76012;243;Institut für Mikrobiologie / Abteilung Mikrobielle Physiologie und Molekularbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;Gierse;Laurin Christopher;Institut für Mikrobiologie
25320;Graf A;56748;243;Institut für Mikrobiologie / Abteilung Mikrobielle Physiologie und Molekularbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Mikrobiologie
25421;Rüddel H;114308;33;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
25432;Klein A;111264;2;Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
25435;Sprössel N;111267;2;Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
25437;Gümbel D;111270;2;Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
25439;Bakir M;111271;2;Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
25469;Núnez Nepomuceno D;92290;66;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung;1;Universitätsmedizin Greifswald;NaN;NaN;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
25470;Ferrero Bordera B;92234;241;Institut für Mikrobiologie / Abteilung Mikrobielle Proteomics;2;Mathematisch-Naturwissenschaftliche Fakultät;Ferrero Bordera;Borja;Institut für Mikrobiologie
25471;Goeze C;930;57;Institut für Community Medicine / Abteilung für Präventionsforschung und Sozialmedizin;1;Universitätsmedizin Greifswald;Goeze;Christian;Institut für Community Medicine
25484;Khole M;111362;27;"Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde";1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Zahn-, Mund- und Kieferheilkunde
25524;Sönnichsen F;111402;53;Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Immunologie und Transfusionsmedizin
25527;Rohrschneider K;47961;14;Klinik und Poliklinik für Augenheilkunde;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Augenheilkunde
25551;Simm S;91348;39;Institut für Bioinformatik;1;Universitätsmedizin Greifswald;Simm;Stefan;Institut für Bioinformatik
25554;Leitermann L;110567;40;Institut für Anatomie und Zellbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Anatomie und Zellbiologie
25563;Plocke J;65360;66;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung;1;Universitätsmedizin Greifswald;NaN;NaN;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
25568;Tüngler A;24944;35;Klinik und Poliklinik für Psychiatrie und Psychotherapie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Psychiatrie und Psychotherapie
25573;Röder N;111451;35;Klinik und Poliklinik für Psychiatrie und Psychotherapie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Psychiatrie und Psychotherapie
25581;Voigt A;109274;231;Institut für Pharmazie / AG Pharmazeutische und Medizinische Chemie;2;Mathematisch-Naturwissenschaftliche Fakultät;Voigt;Anika;Institut für Pharmazie
25620;Schriegel F;78098;20;Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Pädiatrische Onkologie und Hämatologie;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Kinder- und Jugendmedizin
25631;Hirt C;103310;10;Zentrum für Innere Medizin / Klinik für Innere Medizin C;1;Universitätsmedizin Greifswald;Hirt;Carsten;Zentrum für Innere Medizin
25650;Shoubash L;111562;36;Klinik und Poliklinik für Neurochirurgie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Neurochirurgie
